ngram_id,grid_string_id,window_size,chunk_index,prefix,suffix,full_chunk,created_at,grid_string,string_length
308014,477,13,18,pbpppbbpbpbp,b,pbpppbbpbpbpb,2026-01-27 10:49:09,bbbpbbbpbpppbpbbbbpbpppbbpbpbpbbpbppppppbbpbpppbbpbpbppbbppbbbbppbp,67
308028,477,13,42,pbpppbbpbpbp,p,pbpppbbpbpbpp,2026-01-27 10:49:09,bbbpbbbpbpppbpbbbbpbpppbbpbpbpbbpbppppppbbpbpppbbpbpbppbbppbbbbppbp,67
311467,580,13,2,pbpppbbpbpbp,p,pbpppbbpbpbpp,2026-01-27 10:49:09,bppbpppbbpbpbpppppbpbbpbpbbbbppbbb,34
312576,610,13,9,pbpppbbpbpbp,p,pbpppbbpbpbpp,2026-01-27 10:49:09,pbppbbpbbpbpppbbpbpbppbpppbbbpbpbpbpbbbppbbppbb,47
312780,616,13,9,pbpppbbpbpbp,p,pbpppbbpbpbpp,2026-01-27 10:49:09,pbppbbpbbpbpppbbpbpbppbpppbbbpbpbpbpbbbppbbppbbbbppbpbpbpb,58
312874,619,13,11,pbpppbbpbpbp,p,pbpppbbpbpbpp,2026-01-27 10:49:09,bbppbpppbbbpbpppbbpbpbppbbbpbbpbpbbbbpb,39
322488,908,13,45,pbpppbbpbpbp,b,pbpppbbpbpbpb,2026-01-27 10:49:10,bbppbpbppppbbbpbbpppbbbppbpppbbbpppbpbppbbppppbpppbbpbpbpbbbpppp,64
324370,960,13,18,pbpppbbpbpbp,b,pbpppbbpbpbpb,2026-01-27 10:49:10,bpbbbbpbppppbpbppppbpppbbpbpbpbppbbbbppbpbpp,44
324504,963,13,31,pbpppbbpbpbp,b,pbpppbbpbpbpb,2026-01-27 10:49:10,bppbbpbpbppbpbbpppbppbpbpbbbpbppbpppbbpbpbpbbbb,47
325051,978,13,17,pbpppbbpbpbp,p,pbpppbbpbpbpp,2026-01-27 10:49:10,bbppppppbpbpbpbbbpbpppbbpbpbppbpppbbpppppbbbbbbbbbpppbbpppppbbbpbb,66
326871,1028,13,11,pbpppbbpbpbp,p,pbpppbbpbpbpp,2026-01-27 10:49:10,bbppppppbpbpbpppbbpbpbppbbppbppppppbpbpbbpbbpbpppbbpb,53
329837,1113,13,22,pbpppbbpbpbp,b,pbpppbbpbpbpb,2026-01-27 10:49:10,bpbbbppbbbbpbbppbbbbpppbpppbbpbpbpbbbbbbbbbbbpbbbp,50
338986,1367,13,46,pbpppbbpbpbp,b,pbpppbbpbpbpb,2026-01-27 10:49:10,bppbbpbpbpbbbbbbbpbbpbbbbpbpbpbbppppbbbbpbpbpbpbpppbbpbpbpbbbpp,63
339379,1377,13,16,pbpppbbpbpbp,p,pbpppbbpbpbpp,2026-01-27 10:49:10,bbbppbpppppppbpbpbpppbbpbpbpppppbbpbbbpbpbbpbppbbp,50
340842,1417,13,23,pbpppbbpbpbp,p,pbpppbbpbpbpp,2026-01-27 10:49:10,bppbbbpbbbppbpppppppbpbpbpppbbpbpbppppbbbbppbpbbbbbbbb,54
341304,1428,13,27,pbpppbbpbpbp,b,pbpppbbpbpbpb,2026-01-27 10:49:10,pbppbbpbpppbppbbbbpbbpppbpbpbpppbbpbpbpbbbp,43
345358,1537,13,40,pbpppbbpbpbp,p,pbpppbbpbpbpp,2026-01-27 10:49:10,bbpppbbbpbpbbpbpbpbbbpbbbbbpbbpbpbbppbpbpbpppbbpbpbppbpbpbpbppppbbb,67
352441,1721,13,34,pbpppbbpbpbp,b,pbpppbbpbpbpb,2026-01-27 10:49:11,bbbbbbppbpbbbbpppbpbpbbbbbbbpbpbbbpbpppbbpbpbpbbbpbbpbpbbbbp,60
355536,1801,13,9,pbpppbbpbpbp,p,pbpppbbpbpbpp,2026-01-27 10:49:11,pbppppbbbpbpppbbpbpbppbpbbpbppbbpbpbbbpbbbppppbbppbbppbpppbbbb,62
358636,1881,13,23,pbpppbbpbpbp,p,pbpppbbpbpbpp,2026-01-27 10:49:11,pbbbbpppppbppbpbbpppbbppbpppbbpbpbpppbpbbpb,43
359089,1895,13,18,pbpppbbpbpbp,p,pbpppbbpbpbpp,2026-01-27 10:49:11,bbpbbbbpppbppppbbppbpppbbpbpbppbbpbpppppbpppbbppbbbpppppbbbppbbpppbp,68
296886,34,13,2,pbpppbbpbppb,p,pbpppbbpbppbp,2026-01-27 10:49:09,bbpbpppbbpbppbpbpppbbbbpb,25
296903,35,13,11,pbpppbbpbppb,p,pbpppbbpbppbp,2026-01-27 10:49:09,bpppppppbbbpbpppbbpbppbpbpppbbbbpb,34
297462,87,13,6,pbpppbbpbppb,b,pbpppbbpbppbb,2026-01-27 10:49:09,pppppppbpppbbpbppbbp,20
298915,211,13,14,pbpppbbpbppb,b,pbpppbbpbppbb,2026-01-27 10:49:09,bppppbppbbbppppbpppbbpbppbbpbpppbbpbpbbbbpbbbbbbbbpbpbppp,57
299902,242,13,9,pbpppbbpbppb,p,pbpppbbpbppbp,2026-01-27 10:49:09,bbbbpbbbbpbpppbbpbppbpppbpbppppbbppbpbppbpbppbppbbpbpbp,55
310614,557,13,13,pbpppbbpbppb,b,pbpppbbpbppbb,2026-01-27 10:49:09,bbbbpppppbpbppbpppbbpbppbbbpbpppbpbbpbp,39
315971,714,13,35,pbpppbbpbppb,b,pbpppbbpbppbb,2026-01-27 10:49:09,bbpbpbbbppbpppbpbbbbbbppbppbbpbbpbppbpppbbpbppbbb,49
318478,795,13,4,pbpppbbpbppb,p,pbpppbbpbppbp,2026-01-27 10:49:09,bppbpbpppbbpbppbpbbppbpbpbpbpppbbppbbbbbpppbbpbpppb,51
321135,871,13,24,pbpppbbpbppb,p,pbpppbbpbppbp,2026-01-27 10:49:10,pppbppbbbbbbbpbpppbbppbbpbpppbbpbppbppbppbppbbbbpppbb,53
325880,1003,13,7,pbpppbbpbppb,p,pbpppbbpbppbp,2026-01-27 10:49:10,bpbpbbbpbpppbbpbppbpbbbbpbpbbbbbbbbpppppbbpppbbppbbbb,53
327170,1037,13,13,pbpppbbpbppb,b,pbpppbbpbppbb,2026-01-27 10:49:10,pbpppbpbbbpbbpbpppbbpbppbbpppbppppbbpppbpbpbppbbpppb,52
327213,1038,13,13,pbpppbbpbppb,b,pbpppbbpbppbb,2026-01-27 10:49:10,pbpppbpbbbpbbpbpppbbpbppbbpppbppppbbpppbpbpbppbbpppbbb,54
328654,1078,13,33,pbpppbbpbppb,p,pbpppbbpbppbp,2026-01-27 10:49:10,bbpbpppppbbppppbppbbppppbbppbpppbpbpppbbpbppbpppbbbbbbbbpppbppbp,64
335687,1273,13,28,pbpppbbpbppb,p,pbpppbbpbppbp,2026-01-27 10:49:10,bbbbbbppbbbbpbbbbbbbbbpppbbbpbpppbbpbppbppbpbpbpppbpbpbp,56
337989,1339,13,7,pbpppbbpbppb,b,pbpppbbpbppbb,2026-01-27 10:49:10,bpppppppbpppbbpbppbbppbpppbpbbppbbbbbbpppbbpbbpppbpp,52
342725,1467,13,8,pbpppbbpbppb,p,pbpppbbpbppbp,2026-01-27 10:49:10,bbpbppbppbpppbbpbppbppbbbbbbbbpbbbppbbbppppbb,45
310985,567,13,4,pbpppbbppbbp,p,pbpppbbppbbpp,2026-01-27 10:49:09,pppbpbpppbbppbbppbpppbbpppbbpbpppppbpbbpbbpbbbbbbbppbbb,55
316376,727,13,15,pbpppbbppbbp,b,pbpppbbppbbpb,2026-01-27 10:49:09,bppbbppbbppbppbpbpppbbppbbpbppbpbpbpbppbbbpppppbbb,50
321129,871,13,13,pbpppbbppbbp,b,pbpppbbppbbpb,2026-01-27 10:49:10,pppbppbbbbbbbpbpppbbppbbpbpppbbpbppbppbppbppbbbbpppbb,53
323860,946,13,23,pbpppbbppbbp,b,pbpppbbppbbpb,2026-01-27 10:49:10,bbpbpbbpppppbbpbbbbbbpbpbpppbbppbbpbbbpbbbbppp,46
324761,970,13,7,pbpppbbppbbp,b,pbpppbbppbbpb,2026-01-27 10:49:10,bbpbbpbpbpppbbppbbpbpbppbpbbbpbbbbbppppbpbpbbbbbppbbpbbbbbpppppbb,65
325363,987,13,3,pbpppbbppbbp,p,pbpppbbppbbpp,2026-01-27 10:49:10,bbbpbpppbbppbbppppbbpbbpppbpbpbbbppppbbbbp,42
345903,1549,13,16,pbpppbbppbbp,b,pbpppbbppbbpb,2026-01-27 10:49:10,pppppbbpbpbppbpppbpppbbppbbpbpbpppbppbpbppbp,44
348424,1609,13,38,pbpppbbppbbp,b,pbpppbbppbbpb,2026-01-27 10:49:10,bppppbppbpbpbbbbpbbpbbbbpbbpbbbppbbbbbpbpppbbppbbpbbppppbpbbbbbbppp,67
353854,1759,13,37,pbpppbbppbbp,b,pbpppbbppbbpb,2026-01-27 10:49:11,bpbbppbbbppbppbpppppppbpbbbpppbpppbpbpbpppbbppbbpbpbbbpb,56
356927,1838,13,29,pbpppbbppbbp,b,pbpppbbppbbpb,2026-01-27 10:49:11,pppbppppbpppbppbbpppppbppbbpbpbpppbbppbbpbpbbbbpp,49
357666,1858,13,34,pbpppbbppbbp,b,pbpppbbppbbpb,2026-01-27 10:49:11,bbppbbppbbppbpbpbpbbpbbppbppbpppbppbpppbbppbbpbbbbpbp,53
357774,1860,13,34,pbpppbbppbbp,b,pbpppbbppbbpb,2026-01-27 10:49:11,bbppbbppbbppbpbpbpbbpbbppbppbpppbppbpppbbppbbpbbbbpbpb,54
298826,201,13,5,pbpppbbppbpb,p,pbpppbbppbpbp,2026-01-27 10:49:09,ppbpppbpppbbppbpbpbppppbbp,26
307223,452,13,1,pbpppbbppbpb,p,pbpppbbppbpbp,2026-01-27 10:49:09,ppbpppbbppbpbpbppbppbbpbbbpppbppbbpbppbbbbpbpppppppppbppppbppbbbb,65
309829,533,13,13,pbpppbbppbpb,b,pbpppbbppbpbb,2026-01-27 10:49:09,ppppbbbbpbpbbpbpppbbppbpbbpppbpbppbppbppbbpbbpbbbbppppbppppbbbbbpp,66
320605,854,13,29,pbpppbbppbpb,b,pbpppbbppbpbb,2026-01-27 10:49:10,bpbbbbbbpbpbppbbbbppbpppbpbbbpbpppbbppbpbbpb,44
327283,1040,13,7,pbpppbbppbpb,p,pbpppbbppbpbp,2026-01-27 10:49:10,ppbbbpbpbpppbbppbpbpbpbbbpppbpppbbbppbpbppbbbbbbpbbbbppppbbpbbp,63
328328,1069,13,5,pbpppbbppbpb,p,pbpppbbppbpbp,2026-01-27 10:49:10,bppbbpbpppbbppbpbppbbbbbppbpbbbbpppbbbbppppbpbppb,49
330459,1133,13,29,pbpppbbppbpb,b,pbpppbbppbpbb,2026-01-27 10:49:10,bpbbppbppppbbppbpppppbbpbbpbppbpppbbppbpbbbbppppppbbpbpbppbbpbbbbbb,67
344659,1520,13,23,pbpppbbppbpb,p,pbpppbbppbpbp,2026-01-27 10:49:10,pbbbbpppbpbbpbbbbbbpbpbpbpppbbppbpbpppbbbbpppbppbpbppbbpbpppbp,62
344742,1522,13,23,pbpppbbppbpb,p,pbpppbbppbpbp,2026-01-27 10:49:10,pbbbbpppbpbbpbbbbbbpbpbpbpppbbppbpbpppbbbbpppbppbpbppbbpbpppbpbb,64
349896,1647,13,25,pbpppbbppbpb,p,pbpppbbppbpbp,2026-01-27 10:49:11,bppbbppbbbppbbbbpbpbpbbpbpbpppbbppbpbppbbppbppbpp,49
350019,1651,13,8,pbpppbbppbpb,b,pbpppbbppbpbb,2026-01-27 10:49:11,pbbppppbpbpppbbppbpbbbpbpbppbbbppppbbpbbpbbpppbbpbb,51
360582,1934,13,1,pbpppbbppbpb,b,pbpppbbppbpbb,2026-01-27 10:49:11,bpbpppbbppbpbbpbpbbbpbbbbppppbpbpbppbbbbppbppbpbbbbbbbpbppppb,61
304444,373,13,20,pbpppbbppbpp,p,pbpppbbppbppp,2026-01-27 10:49:09,pbbbpppbppbbbbbpbbbppbpppbbppbpppbpbbbbpbpbppbpbbppppbbbpp,58
312925,620,13,54,pbpppbbppbpp,p,pbpppbbppbppp,2026-01-27 10:49:09,bpbppbbppbbbbbpbbpppppbppbpbbpbbbbppbpbpbpppbbbpppbbbbpbpppbbppbppp,67
314428,668,13,8,pbpppbbppbpp,p,pbpppbbppbppp,2026-01-27 10:49:09,bbpbpbpbpbpppbbppbpppppbpbbbppbpbpbppppppbpbpbpbbbbpp,53
314562,672,13,23,pbpppbbppbpp,b,pbpppbbppbppb,2026-01-27 10:49:09,bpbpppbbbbbpbbpbbbpbppppbpppbbppbppbbppbbpbbbppppbbpbpbppp,58
317073,751,13,11,pbpppbbppbpp,p,pbpppbbppbppp,2026-01-27 10:49:09,bbbpbbbpbpppbpppbbppbpppppppbbpbpb,34
321278,875,13,24,pbpppbbppbpp,p,pbpppbbppbppp,2026-01-27 10:49:10,ppbpbbpbbpbpbpbpbpbbbpbbpbpppbbppbppppbbb,41
325924,1004,13,25,pbpppbbppbpp,b,pbpppbbppbppb,2026-01-27 10:49:10,bbbpbbbbbbpbbbppbppbbpppppbpppbbppbppbbpbbpbbbbpbppbbbpppbpb,60
343254,1481,13,18,pbpppbbppbpp,p,pbpppbbppbppp,2026-01-27 10:49:10,ppbppppppbpbppbbpbpbpppbbppbppppbpbpbppbpbppbbpppp,50
343619,1491,13,9,pbpppbbppbpp,p,pbpppbbppbppp,2026-01-27 10:49:10,bbpbpbppppbpppbbppbpppppppbbbppbbpppbpbbbbpbpbbb,48
344448,1515,13,10,pbpppbbppbpp,b,pbpppbbppbppb,2026-01-27 10:49:10,pppbbbbbpbpbpppbbppbppbpbbbbbpbppbbpbbbbpbpbpppbpbpbbbpbbbpppbbbbp,66
359805,1914,13,2,pbpppbbppbpp,b,pbpppbbppbppb,2026-01-27 10:49:11,pppbpppbbppbppbbbpbpbbpbppbpbpbbppbppbpbpbbpbbbbpbpp,52
302803,327,13,28,pbpppbbppppb,p,pbpppbbppppbp,2026-01-27 10:49:09,bpbbbpbbbpppbbbbpppbbpbpbbbbpbpppbbppppbppbbppbpbpbppppppbbbbppbppb,67
309234,512,13,15,pbpppbbppppb,p,pbpppbbppppbp,2026-01-27 10:49:09,ppbbpbbppbppppbpbpppbbppppbpbbpppbbpbbbpbbbppppbpbbb,52
309428,519,13,15,pbpppbbppppb,p,pbpppbbppppbp,2026-01-27 10:49:09,ppbpbbbpppppppppbpppbbppppbppppbbbbbbbbbbbbbppppbbbbbpbpppbb,60
309881,534,13,3,pbpppbbppppb,b,pbpppbbppppbb,2026-01-27 10:49:09,bbbpbpppbbppppbbbpbbbpbbpbbpbppbppbbppbbpbbpppbbpbbbppbpbbbbpbppb,65
318580,798,13,12,pbpppbbppppb,b,pbpppbbppppbb,2026-01-27 10:49:09,bbpbppbppppbpbpppbbppppbbppbbpbb,32
324535,964,13,12,pbpppbbppppb,b,pbpppbbppppbb,2026-01-27 10:49:10,pbbppbbbbpbbpbpppbbppppbbbpbpbpbpbbbbbpbbpppbbp,47
326928,1029,13,37,pbpppbbppppb,p,pbpppbbppppbp,2026-01-27 10:49:10,bpppbbpbbppbbpppbppppppbbbpppbpppbppbpbpppbbppppbppbbp,54
328061,1062,13,35,pbpppbbppppb,b,pbpppbbppppbb,2026-01-27 10:49:10,bbbbpbpppppbpbbbppbbpbppbbpbbbbbbpbpbpppbbppppbbbp,50
329669,1108,13,14,pbpppbbppppb,p,pbpppbbppppbp,2026-01-27 10:49:10,bbbppppbppppbbpbpppbbppppbpbbbbbpppbppbpbp,42
337596,1329,13,24,pbpppbbppppb,b,pbpppbbppppbb,2026-01-27 10:49:10,bbbppppbbpppppbppppbbbpppbpppbbppppbbppbpbppbpb,47
344505,1516,13,8,pbpppbbppppb,p,pbpppbbppppbp,2026-01-27 10:49:10,ppbbbbbppbpppbbppppbpbbbbppbppbbbpbp,36
344896,1526,13,31,pbpppbbppppb,b,pbpppbbppppbb,2026-01-27 10:49:10,pbbbbpppbbbppbbbpbpppbpbbbbbbpppbpppbbppppbbbpbbppppppbbb,57
355185,1792,13,15,pbpppbbppppb,p,pbpppbbppppbp,2026-01-27 10:49:11,ppbpbpbppbbbppppbpppbbppppbpppppppbpbpbbpbpppbppppbbppbpppbppbpppbpbbp,70
304360,371,13,0,pbpppbbppppp,b,pbpppbbpppppb,2026-01-27 10:49:09,pbpppbbpppppbppppbpppbbpppbppbbbppppbpbbpbbpbbpbpbpbbpbpp,57
310440,552,13,4,pbpppbbppppp,p,pbpppbbpppppp,2026-01-27 10:49:09,bpbbpbpppbbppppppppppbppbppbbpbbbppbbpbbpbpbbp,46
310782,561,13,47,pbpppbbppppp,p,pbpppbbpppppp,2026-01-27 10:49:09,bppppbppbppbbppbppbbbbbbppppbbpppbppbpbpbbpbbpppbpppbbppppppp,61
315514,701,13,3,pbpppbbppppp,p,pbpppbbpppppp,2026-01-27 10:49:09,bbppbpppbbppppppppbbppbbppbpppppppbbb,37
316802,741,13,26,pbpppbbppppp,b,pbpppbbpppppb,2026-01-27 10:49:09,pbbbpbppppppbpbpbpbbpbpppppbpppbbpppppbppbpbbpppbppbp,53
318534,796,13,29,pbpppbbppppp,b,pbpppbbpppppb,2026-01-27 10:49:09,bbbbbbbpbpbbpbbppbppppbbbbbbbpbpppbbpppppbpbbpbpbbb,51
322532,909,13,25,pbpppbbppppp,p,pbpppbbpppppp,2026-01-27 10:49:10,pbpbbbppbpbpbbbpbpppbpbbppbpppbbppppppbppbpbp,45
325059,978,13,29,pbpppbbppppp,b,pbpppbbpppppb,2026-01-27 10:49:10,bbppppppbpbpbpbbbpbpppbbpbpbppbpppbbpppppbbbbbbbbbpppbbpppppbbbpbb,66
343661,1492,13,41,pbpppbbppppp,b,pbpppbbpppppb,2026-01-27 10:49:10,pbbpbbbbbbpbbbbbbbppppppppbbbpppbpbpbpbbbpbpppbbpppppbpbb,57
345722,1544,13,41,pbpppbbppppp,p,pbpppbbpppppp,2026-01-27 10:49:10,bbpppbppbppbppbbbbbpbppbppppbbppppppbbppppbpppbbpppppppppb,58
348342,1607,13,44,pbpppbbppppp,p,pbpppbbpppppp,2026-01-27 10:49:10,bpbbpbbpbbbbbbpbpbbbpbbbbpppbppppbppppbpbbbppbpppbbpppppppbbbbb,63
348503,1611,13,3,pbpppbbppppp,b,pbpppbbpppppb,2026-01-27 10:49:10,bpbpbpppbbpppppbbpbppppppbppbppbbbpbbb,38
354997,1787,13,10,pbpppbbppppp,p,pbpppbbpppppp,2026-01-27 10:49:11,pbpbbbbpbppbpppbbpppppppppbppppppbpbbbpbb,41
358074,1867,13,38,pbpppbbppppp,p,pbpppbbpppppp,2026-01-27 10:49:11,bppbbbpbbpbbpppbbbbbbppppppbpbbbbppppbpbpppbbppppppbpbbbbbbbpbppp,65
302952,331,13,36,pbpppbpbbbbb,p,pbpppbpbbbbbp,2026-01-27 10:49:09,ppbppbpbbppppbppbbbbbbpbpbpbppbppbpppbpppbpbbbbbpbbbpbbb,56
306067,420,13,38,pbpppbpbbbbb,b,pbpppbpbbbbbb,2026-01-27 10:49:09,bpbppbppbbppbpppbbbbpbbbppbbbbbbpbbbbppbpppbpbbbbbbpbbbpbpp,59
315957,714,13,9,pbpppbpbbbbb,b,pbpppbpbbbbbb,2026-01-27 10:49:09,bbpbpbbbppbpppbpbbbbbbppbppbbpbbpbppbpppbbpbppbbb,49
321003,868,13,18,pbpppbpbbbbb,b,pbpppbpbbbbbb,2026-01-27 10:49:10,bbbbppbpbpbbpppbpppbpppbpbbbbbbbppbbpbbpbpbbbpbppbbbbbpbbbpb,60
324009,951,13,12,pbpppbpbbbbb,p,pbpppbpbbbbbp,2026-01-27 10:49:10,bbppppppbbpppbpppbpbbbbbppbpbbbpbppbppppbbbppbbpppbpp,53
326131,1009,13,36,pbpppbpbbbbb,p,pbpppbpbbbbbp,2026-01-27 10:49:10,pbppbbbbpbpbpbpppppbppbbbbbpbpppbpbbpbpppbpbbbbbpbpbppbpbppb,60
340969,1420,13,14,pbpppbpbbbbb,p,pbpppbpbbbbbp,2026-01-27 10:49:10,bppbbpbpbbbpbbpbpppbpbbbbbppbppppbppbbppbpbbppbbppppbbppbppbppbbp,65
344085,1505,13,12,pbpppbpbbbbb,b,pbpppbpbbbbbb,2026-01-27 10:49:10,bbpbbpbbppbppbpppbpbbbbbbbppbbbpppbpbp,38
344890,1526,13,16,pbpppbpbbbbb,b,pbpppbpbbbbbb,2026-01-27 10:49:10,pbbbbpppbbbppbbbpbpppbpbbbbbbpppbpppbbppppbbbpbbppppppbbb,57
345808,1547,13,37,pbpppbpbbbbb,p,pbpppbpbbbbbp,2026-01-27 10:49:10,pbbbbbpbppppbppbbbpbpbppbpbppbbppbpbppbpppbpbbbbbpbpbpp,55
359339,1901,13,17,pbpppbpbbbbb,b,pbpppbpbbbbbb,2026-01-27 10:49:11,pppbbbpppbbbpbbbppbpppbpbbbbbbbbpbbbpbbpbbpbbpbpbbbb,52
298019,139,13,12,pbpppbpbbbbp,p,pbpppbpbbbbpp,2026-01-27 10:49:09,pbbbppppppbbpbpppbpbbbbpp,25
300300,253,13,30,pbpppbpbbbbp,b,pbpppbpbbbbpb,2026-01-27 10:49:09,bpppppbbpbpbbbbbbbpppbbbpppbbppbpppbpbbbbpbbbpbbbbbpppbbb,57
304448,373,13,28,pbpppbpbbbbp,b,pbpppbpbbbbpb,2026-01-27 10:49:09,pbbbpppbppbbbbbpbbbppbpppbbppbpppbpbbbbpbpbppbpbbppppbbbpp,58
308008,477,13,7,pbpppbpbbbbp,b,pbpppbpbbbbpb,2026-01-27 10:49:09,bbbpbbbpbpppbpbbbbpbpppbbpbpbpbbpbppppppbbpbpppbbpbpbppbbppbbbbppbp,67
310834,563,13,0,pbpppbpbbbbp,p,pbpppbpbbbbpp,2026-01-27 10:49:09,pbpppbpbbbbpppbppbbbbpppbbbpbbpbpbppppbbpbpppppbppbbbpbbpppbbpbpbb,66
318230,788,13,4,pbpppbpbbbbp,b,pbpppbpbbbbpb,2026-01-27 10:49:09,bbpppbpppbpbbbbpbbbbpbbbbpbpbbbbpppppbbppbbbb,45
320262,844,13,36,pbpppbpbbbbp,b,pbpppbpbbbbpb,2026-01-27 10:49:10,bbbpbppppppppbpppbbbpbppbpbpbpbpbbbbpbpppbpbbbbpbbp,51
320562,853,13,14,pbpppbpbbbbp,b,pbpppbpbbbbpb,2026-01-27 10:49:10,bpbpbppbbppppbpbpppbpbbbbpbpbppbbbbpppppp,41
324141,954,13,1,pbpppbpbbbbp,p,pbpppbpbbbbpp,2026-01-27 10:49:10,bpbpppbpbbbbppbpbbbpbpbbbbpbpbppbppb,36
332816,1197,13,16,pbpppbpbbbbp,b,pbpppbpbbbbpb,2026-01-27 10:49:10,ppbppbpbpppbpbbppbpppbpbbbbpbbbppbbbpppbbppbbbbpp,49
335585,1270,13,18,pbpppbpbbbbp,b,pbpppbpbbbbpb,2026-01-27 10:49:10,pbpbppbpbpbbpbbpbppbpppbpbbbbpbpppp,35
341586,1435,13,42,pbpppbpbbbbp,p,pbpppbpbbbbpp,2026-01-27 10:49:10,ppbbbbppbpbppbpppppppbbbppbbbpppbpbbbbbpbppbpppbpbbbbppbbbpp,60
352667,1727,13,27,pbpppbpbbbbp,p,pbpppbpbbbbpp,2026-01-27 10:49:11,bbbpbpbbbbppbbpbbbppbpbpbpppbpppbpbbbbppbbbbbppppbppppbp,56
302098,306,13,30,pbpppbpbbpbb,p,pbpppbpbbpbbp,2026-01-27 10:49:09,ppbbppbpbbpbpbbbppbppppbbpbppbpbpppbpbbpbbpbb,45
308661,494,13,14,pbpppbpbbpbb,b,pbpppbpbbpbbb,2026-01-27 10:49:09,bpppppbpbbpbpbpbpppbpbbpbbbbpbbbpbbbbp,38
311120,570,13,17,pbpppbpbbpbb,b,pbpppbpbbpbbb,2026-01-27 10:49:09,pbpbbbbbppbbbpppbpbpppbpbbpbbbb,31
313381,634,13,0,pbpppbpbbpbb,b,pbpppbpbbpbbb,2026-01-27 10:49:09,pbpppbpbbpbbbppbbbbpbpbbppbbpppbpbpppbpbbbbp,44
313611,642,13,2,pbpppbpbbpbb,p,pbpppbpbbpbbp,2026-01-27 10:49:09,pbpbpppbpbbpbbppbbbpppppbbbpp,29
317872,774,13,21,pbpppbpbbpbb,p,pbpppbpbbpbbp,2026-01-27 10:49:09,pppppbbbppbbpbppppbpbpbpppbpbbpbbpbpbpbbbppppbbppbbppbp,55
318005,779,13,21,pbpppbpbbpbb,b,pbpppbpbbpbbb,2026-01-27 10:49:09,pppbpbppppppbbpbppbbbpbpppbpbbpbbbppbpbbpbbpppbbpppbb,53
323956,949,13,13,pbpppbpbbpbb,p,pbpppbpbbpbbp,2026-01-27 10:49:10,pbbpppbbbbppbpbpppbpbbpbbpbpb,29
327335,1041,13,4,pbpppbpbbpbb,b,pbpppbpbbpbbb,2026-01-27 10:49:10,pbbbpbpppbpbbpbbbppbpppbpppbppbbbbb,35
328855,1084,13,7,pbpppbpbbpbb,p,pbpppbpbbpbbp,2026-01-27 10:49:10,pbbpppppbpppbpbbpbbppbbbbbppppppppbbbbbb,40
334832,1252,13,19,pbpppbpbbpbb,b,pbpppbpbbpbbb,2026-01-27 10:49:10,pbbbbpbbpbbbbpbbbpppbpppbpbbpbbbpbbbpbppppbb,44
335182,1261,13,37,pbpppbpbbpbb,b,pbpppbpbbpbbb,2026-01-27 10:49:10,bbbbpbbpbbbbbbpbpbpbbppbbpbpbpbbppbbppbpppbpbbpbbbbbbpbpppppppbpppb,67
345205,1534,13,6,pbpppbpbbpbb,p,pbpppbpbbpbbp,2026-01-27 10:49:10,pbpbpppbpppbpbbpbbpbpbbpbpbbbpbpbpbbpbbbbbppbbppbppppbbbppp,59
355650,1804,13,4,pbpppbpbbpbb,p,pbpppbpbbpbbp,2026-01-27 10:49:11,bbbppbpppbpbbpbbppbpbbpbbpbbbbppppbpbbbbpbpbppbpbppbp,53
356187,1818,13,33,pbpppbpbbpbb,b,pbpppbpbbpbbb,2026-01-27 10:49:11,bbbppbbpbbppbpppbbpbbpbpppbbbbppppbpppbpbbpbbbpp,48
356830,1835,13,32,pbpppbpbbpbb,b,pbpppbpbbpbbb,2026-01-27 10:49:11,bpppbpppbbbbpppbbpppbbbbpppppbpppbpppbpbbpbbbpbbbppp,52
359299,1900,13,12,pbpppbpbbpbb,b,pbpppbpbbpbbb,2026-01-27 10:49:11,bppbpbbpppbppbpppbpbbpbbbbpbbpppbpbbbbbbbbbpppbpbpppbbp,55
302506,319,13,3,pbpppbpbbpbp,p,pbpppbpbbpbpp,2026-01-27 10:49:09,ppppbpppbpbbpbpppbppbbbpbppbbpbp,32
304232,367,13,25,pbpppbpbbpbp,p,pbpppbpbbpbpp,2026-01-27 10:49:09,bbpbbpbbpbbpbpbpbbppppbbppbpppbpbbpbpp,38
305152,391,13,19,pbpppbpbbpbp,p,pbpppbpbbpbpp,2026-01-27 10:49:09,pbbpbppbbppbbppbppbpbpppbpbbpbpppbppbbbbpbbpbbbpbbppbbbpbbpbpbbb,64
309735,529,13,16,pbpppbpbbpbp,p,pbpppbpbbpbpp,2026-01-27 10:49:09,bpbbbbpbbbbbbpbppbpppbpbbpbpppbpb,33
313448,636,13,0,pbpppbpbbpbp,b,pbpppbpbbpbpb,2026-01-27 10:49:09,pbpppbpbbpbpbpbbbbppppppbbpppp,30
317147,753,13,10,pbpppbpbbpbp,b,pbpppbpbbpbpb,2026-01-27 10:49:09,bbpbppbbbbpbpppbpbbpbpbbbbbpbppbppbpbbbbbbpbpbbpppbbpppp,56
318358,792,13,2,pbpppbpbbpbp,p,pbpppbpbbpbpp,2026-01-27 10:49:09,bbpbpppbpbbpbppbbbbbpbbbbpppbbbbppbbppbbbbpbbbbppbbbpbb,55
322863,919,13,7,pbpppbpbbpbp,p,pbpppbpbbpbpp,2026-01-27 10:49:10,bpppbbbpbpppbpbbpbpppbppbbpbpppbpbppbbpppbppb,45
