window_size,csv_prefix,grid_string_id,string_length,grid_string,full_chunk,suffix
13,bpbbbpbbbbbb,4012,47,bpbbbpbbbbbbbpbbbpbbbpbbbbbpbpppppbbppbbppbbpbb,bpbbbpbbbbbbb,b
13,bpbbbpbbbbbb,4651,59,bpbbbpbbbbbbbpppbbbbpbbpbbppbbppppppbbppbbpbbbbppbpbbbbppbb,bpbbbpbbbbbbb,b
13,bpbbbpbbbbpb,1325,50,bpbbbpbbbbpbpppbppbbpbpppbbbpppbbppppbbbpbbbpbbpbb,bpbbbpbbbbpbp,p
13,bpbbbpbbbbpb,2709,44,bpbbbpbbbbpbpbbbbbppppppbpbbppbppbbpbbbbpppb,bpbbbpbbbbpbp,p
13,bpbbbpbbbbpb,2917,61,bpbbbpbbbbpbbbbbpbpbpbpbbpbppbpbpppbbbbbppppppppbbpbpbbbppbpp,bpbbbpbbbbpbb,b
13,bpbbbpbbbbpb,3885,61,bpbbbpbbbbpbppppbbbppppbbpbbppbpbbpbbppbppbpbppppbbppbpbbbpbp,bpbbbpbbbbpbp,p
13,bpbbbpbbbbpb,3921,56,bpbbbpbbbbpbppppbbppbbbbbppbpbpbpbpbbpbpbbbbpbpbpbbbbbpb,bpbbbpbbbbpbp,p
13,bpbbbpbbbbpb,4616,65,bpbbbpbbbbpbpppbppbbbpbppbbbbbbbpbpbpbbbbpbpppbpbbpbpppbppppppbpb,bpbbbpbbbbpbp,p
13,bpbbbpbbbbpp,5226,49,bpbbbpbbbbppppbbpbbppbppbbpppppbpbppbppppbpbpbppb,bpbbbpbbbbppp,p
13,bpbbbpbbbbpp,5864,40,bpbbbpbbbbpppbpbbbbppbbbppbbpbpppbbbppbb,bpbbbpbbbbppp,p
13,bpbbbpbbpbbp,4968,50,bpbbbpbbpbbppppbpbpbbppbpbpbbppbbpbpbbpppbbpbppbbb,bpbbbpbbpbbpp,p
13,bpbbbpbbpbpb,6265,45,bpbbbpbbpbpbbbbpbbppbbpbpbbpbpbbppbppbpbbbbpb,bpbbbpbbpbpbb,b
13,bpbbbpbbpbpp,2129,56,bpbbbpbbpbppppbbbpbbppbbbbbpbbbbpbppbpbpbpbbppppbpbpbbbb,bpbbbpbbpbppp,p
13,bpbbbpbbpbpp,3476,50,bpbbbpbbpbppbpbpbpppbpppbbpbbppbpbpbbpbpbbbbbbppbp,bpbbbpbbpbppb,b
13,bpbbbpbbpbpp,4191,61,bpbbbpbbpbppbppbpbppbpppbbbpbpbbppbppbpbbbbbbpppbpppbpbppbbbb,bpbbbpbbpbppb,b
13,bpbbbpbbppbb,1011,30,bpbbbpbbppbbpbbpbpbpbbbppbbbpp,bpbbbpbbppbbp,p
13,bpbbbpbbppbb,2437,66,bpbbbpbbppbbbbpppbpbpbbppbbpbpbpppbppbpbbbbbbbpppbpppbpppbppbbpbpp,bpbbbpbbppbbb,b
13,bpbbbpbbppbb,4160,44,bpbbbpbbppbbppbbpbpbbbbppbpppbpbbbbbbppbpppp,bpbbbpbbppbbp,p
13,bpbbbpbbppbp,2036,57,bpbbbpbbppbpbpbbbppppbbpppbbbbppbpbpbppbbppbbpbbpbbbppbbb,bpbbbpbbppbpb,b
13,bpbbbpbbpppp,63,20,bpbbbpbbppppbpbpbpbp,bpbbbpbbppppb,b
13,bpbbbpbpbbbb,22,21,bpbbbpbpbbbbppbbbbbpp,bpbbbpbpbbbbp,p
13,bpbbbpbpbbbb,690,52,bpbbbpbpbbbbbpbppbppppppppbbppbpbpbbbbpbpbpbbppbpppb,bpbbbpbpbbbbb,b
13,bpbbbpbpbbbb,2981,33,bpbbbpbpbbbbpbpbpppbpppbbbpbbbbpp,bpbbbpbpbbbbp,p
13,bpbbbpbpbbbb,4432,64,bpbbbpbpbbbbppbppbpbpbpbpppppppbppbbbbbpbpbbbbppbppbbbbpbbbppppb,bpbbbpbpbbbbp,p
13,bpbbbpbpbbpb,1365,45,bpbbbpbpbbpbpbpbpbppbbbbpbbbbbpppbpbpbbbbpppb,bpbbbpbpbbpbp,p
13,bpbbbpbpbbpb,3031,66,bpbbbpbpbbpbbbpbbbbbbbppbbbpbbbbppbbbppppbpbbbpbpppbpppbbbbbppbbbp,bpbbbpbpbbpbb,b
13,bpbbbpbpbbpb,3201,60,bpbbbpbpbbpbppppbbpbbbbbpppbbbbbpbpbppbpppppbpppppbbppbbbppb,bpbbbpbpbbpbp,p
13,bpbbbpbpbbpb,6001,40,bpbbbpbpbbpbppbpbppbpbpppbppbbbbpbpbbpbb,bpbbbpbpbbpbp,p
13,bpbbbpbpbbpp,5428,52,bpbbbpbpbbppbpbbbpbpbpppbbbpbbppbbbbppppbbpbpbbbpppp,bpbbbpbpbbppb,b
13,bpbbbpbpbpbb,1986,49,bpbbbpbpbpbbpbbbbppbpbppbbppbppbbpbbbbpppppbbbbbp,bpbbbpbpbpbbp,p
13,bpbbbpbpbpbp,3605,58,bpbbbpbpbpbppbpppbpbppbbppbbbpbpppbpbbbpbbpbbppbpbppppbpbb,bpbbbpbpbpbpp,p
13,bpbbbpbpbpbp,4913,61,bpbbbpbpbpbppbbpbbpbpbbbbpbbpbbpbbppbbppbbppppbppbbpbpbbbpbbp,bpbbbpbpbpbpp,p
13,bpbbbpbppbpb,5301,35,bpbbbpbppbpbbpbpbpbppbbpbbpbppppbpp,bpbbbpbppbpbb,b
13,bpbbbpbppbpp,4630,44,bpbbbpbppbppbppppbpbppbpbbbbppbppppbppbpbpbp,bpbbbpbppbppb,b
13,bpbbbpbppbpp,4777,63,bpbbbpbppbppbpbbbppbbppppbbppppppppbppbpbbbbbbbpppbppbbppppbbpp,bpbbbpbppbppb,b
13,bpbbbpbppppb,2050,47,bpbbbpbppppbppbbppbppppbbbbbbbpppbbpbpbppppbbpb,bpbbbpbppppbp,p
13,bpbbbpbppppb,3213,53,bpbbbpbppppbpbpbppppbpbpbbbbpbpbbppbpppppbbbpppppbpbb,bpbbbpbppppbp,p
13,bpbbbppbbbbp,549,35,bpbbbppbbbbpbpppbpppbppppbpbppbbppp,bpbbbppbbbbpb,b
13,bpbbbppbbbbp,1113,50,bpbbbppbbbbpbbppbbbbpppbpppbbpbpbpbbbbbbbbbbbpbbbp,bpbbbppbbbbpb,b
13,bpbbbppbbbbp,1887,62,bpbbbppbbbbpppbpppppbpppppbbppbpppppbppppbpppppbbbppbbbbpppbbp,bpbbbppbbbbpp,p
13,bpbbbppbbpbb,382,64,bpbbbppbbpbbbppbpbbpbbpbppbbppbpppbpbbppbpbbbbbppbpppbbpbbppbbbp,bpbbbppbbpbbb,b
13,bpbbbppbbpbb,4095,46,bpbbbppbbpbbpbpbpppbbpbbbbppbppbbbppbbbbbppbbb,bpbbbppbbpbbp,p
13,bpbbbppbbpbp,4163,41,bpbbbppbbpbpbpbpbpbpbppbpbbbppbbbpbbpbpbb,bpbbbppbbpbpb,b
13,bpbbbppbpbbp,983,53,bpbbbppbpbbppppbppbbppbppppbbbbbpppbbppppppbpbppbpppp,bpbbbppbpbbpp,p
13,bpbbbppbpbbp,2139,53,bpbbbppbpbbpbpbbppppppbbbppbpbbbpbpbbbbbbbppppbbpbbbp,bpbbbppbpbbpb,b
13,bpbbbppbpbpb,5982,42,bpbbbppbpbpbbbbpppbpppbbpppbbbbpbbbpbbbbpb,bpbbbppbpbpbb,b
13,bpbbbppbpbpp,2674,48,bpbbbppbpbpppbbpppbbbppbbppbbbbpppbbppbbpbbpbpbp,bpbbbppbpbppp,p
13,bpbbbppbppbb,886,53,bpbbbppbppbbpbbbppbpbppbpbbpbpppbbbpbpppbbbbbpbbbpbpp,bpbbbppbppbbp,p
13,bpbbbppbppbb,920,53,bpbbbppbppbbpppbbbbppbppbbbppbbpbbbbbbbbbbpbbbppbbbbp,bpbbbppbppbbp,p
13,bpbbbppbppbb,2729,62,bpbbbppbppbbbbbbbpppbpbbbbbbbpbbbbbbppbbpppbbbbbpppppbbppppbbb,bpbbbppbppbbb,b
13,bpbbbppbppbp,4364,61,bpbbbppbppbppbpppbppbbpbppbppbppbpbppbbbbppbbpbpbbbpppbpbpbpb,bpbbbppbppbpp,p
13,bpbbbppppbpb,2092,62,bpbbbppppbpbbbpbbpbbpbbbpbppppppbpbbppbbppbbpbbpppbpppbbbbppbb,bpbbbppppbpbb,b
13,bpbbbppppbpp,285,26,bpbbbppppbpppbppppbppppppb,bpbbbppppbppp,p
13,bpbbbppppbpp,1751,51,bpbbbppppbpppppbpppbppppppbpppbppppbbpbpbbbbbppbbpb,bpbbbppppbppp,p
13,bpbbbppppppp,4047,46,bpbbbpppppppppbbbpbbbpppbbbppbbpbbppppbpbpbpbb,bpbbbpppppppp,p
13,pbpppbbbbbbb,5135,51,pbpppbbbbbbbbpbbpbpppbpppbbbbbppbpppbbbbppbppbbbppb,pbpppbbbbbbbb,b
13,pbpppbbbbbpp,2269,65,pbpppbbbbbpppbppbbbbbpbpbbbpbppppbbpbppbbbppbpppbbbbppbpppbpbbppb,pbpppbbbbbppp,p
13,pbpppbbbbbpp,6311,51,pbpppbbbbbppbpbbbppbbpbbpbpbbpppbbpppbpbbpppbbppbbp,pbpppbbbbbppb,b
13,pbpppbbbbpbb,5160,34,pbpppbbbbpbbpbppbpbpbpppbbpbbbpbpp,pbpppbbbbpbbp,p
13,pbpppbbbbpbp,535,39,pbpppbbbbpbppbpbpbppppppbbbbpbpbbpppppb,pbpppbbbbpbpp,p
13,pbpppbbbbpbp,4437,34,pbpppbbbbpbpbpbbpbbbpbpbpbpppppbbb,pbpppbbbbpbpb,b
13,pbpppbbbbppb,3389,54,pbpppbbbbppbbbbppbbpbpppppbbpppbbppbpbpbbbppbpbbbppbpb,pbpppbbbbppbb,b
13,pbpppbbpbbbb,108,20,pbpppbbpbbbbpppbbbbb,pbpppbbpbbbbp,p
13,pbpppbbpbbpb,5499,46,pbpppbbpbbpbpbbpbbbbppbpbbpbpppppbbpbbppppbbpb,pbpppbbpbbpbp,p
13,pbpppbbpbpbb,5834,40,pbpppbbpbpbbppbppbppppbbpbbbbbbppbbpbbpb,pbpppbbpbpbbp,p
13,pbpppbbpbpbb,6108,43,pbpppbbpbpbbbbbbbpbbppbpbbbbpppbbbpppbbbpbp,pbpppbbpbpbbb,b
13,pbpppbbpbpbp,245,27,pbpppbbpbpbpbpbpbpbpbbbppbb,pbpppbbpbpbpb,b
13,pbpppbbppbbp,2743,52,pbpppbbppbbpbbbpbbpbpbppppppppbppbbbpppppbbpbbbpbpbb,pbpppbbppbbpb,b
13,pbpppbbppbbp,4721,44,pbpppbbppbbpbppbbbbbppppbbbpppbpbppppppbbpbp,pbpppbbppbbpb,b
13,pbpppbbppbpb,2994,56,pbpppbbppbpbbbpbbpbbpppppbpbbpppbbppbbbbpbbpbppbbbbbppbp,pbpppbbppbpbb,b
13,pbpppbbppbpb,5028,43,pbpppbbppbpbbbpppbbbbpbpppbbbpbppbbpbbbbppp,pbpppbbppbpbb,b
13,pbpppbbppppb,3006,44,pbpppbbppppbbbppbpbpppbpbbppbbpbpbpbbpbppppb,pbpppbbppppbb,b
13,pbpppbbppppp,371,57,pbpppbbpppppbppppbpppbbpppbppbbbppppbpbbpbbpbbpbpbpbbpbpp,pbpppbbpppppb,b
13,pbpppbbppppp,3826,59,pbpppbbpppppppbpbbbbbpbppbbpbpppbbbpppbbpbppppbbppbpppbbbpp,pbpppbbpppppp,p
13,pbpppbpbbbbb,2518,44,pbpppbpbbbbbpbppbppbpbbbppppppbbbbpbbpbpbppb,pbpppbpbbbbbp,p
13,pbpppbpbbbbp,563,66,pbpppbpbbbbpppbppbbbbpppbbbpbbpbpbppppbbpbpppppbppbbbpbbpppbbpbpbb,pbpppbpbbbbpp,p
13,pbpppbpbbpbb,634,44,pbpppbpbbpbbbppbbbbpbpbbppbbpppbpbpppbpbbbbp,pbpppbpbbpbbb,b
13,pbpppbpbbpbb,3022,56,pbpppbpbbpbbpppppppbppbbbbbpbbpbppbbbbbppppppppbbbpbppbp,pbpppbpbbpbbp,p
13,pbpppbpbbpbb,5376,64,pbpppbpbbpbbpbbbbpbppppbppbppbpbbbbbpbbpbbpbpbbbbbpppbpbpppppbpp,pbpppbpbbpbbp,p
13,pbpppbpbbpbb,5476,58,pbpppbpbbpbbpppbbbbppppbbppbpbpbbbpbbppppppppbpppbbbpbpbbb,pbpppbpbbpbbp,p
13,pbpppbpbbpbb,5643,61,pbpppbpbbpbbpppbbpbppppbpbpbbppppbpbbbbppbppbbbbppppbpbbbbpbp,pbpppbpbbpbbp,p
13,pbpppbpbbpbp,636,30,pbpppbpbbpbpbpbbbbppppppbbpppp,pbpppbpbbpbpb,b
13,pbpppbpbbpbp,1959,56,pbpppbpbbpbpbpbbpbbpbpbpbpbbbpbbbbbbppbbpbbppbbppbppbpbb,pbpppbpbbpbpb,b
13,pbpppbpbbpbp,5435,39,pbpppbpbbpbppbbbbppbpbpppppbbppbbbbppbp,pbpppbpbbpbpp,p
13,pbpppbpbpbbp,1147,46,pbpppbpbpbbpbbbpbbbbbpppbbpbbbppbppbbbppbppbbb,pbpppbpbpbbpb,b
13,pbpppbpbpbbp,4363,56,pbpppbpbpbbpbpbppppbpbbpbppbpppppbbppbpbbppbppbpppbpbbpp,pbpppbpbpbbpb,b
13,pbpppbpbpbbp,4722,44,pbpppbpbpbbpbpppppbbpbbpppbbbbbbpbbbppbbbbbb,pbpppbpbpbbpb,b
13,pbpppbpbpbpb,3698,50,pbpppbpbpbpbpppbpbbbppppbbbpppbpppbpppppppbbppppbb,pbpppbpbpbpbp,p
13,pbpppbpbpbpb,4063,62,pbpppbpbpbpbpbbbpbppppbbpbppppbbpbbppbbbpbpppbppbpbbpbbbbbpbbp,pbpppbpbpbpbp,p
13,pbpppbpbpbpp,5154,58,pbpppbpbpbpppbbbppbbbbppbppbpbbppppppbpbbppbbbbpbpbppppppb,pbpppbpbpbppp,p
13,pbpppbpbpppp,5756,52,pbpppbpbpppppppppbbpbpppbbbbbppbppbbpbbpbbbpbbppbpbp,pbpppbpbppppp,p
13,pbpppbppbpbb,59,26,pbpppbppbpbbbbpbbpbbbbbpbp,pbpppbppbpbbb,b
13,pbpppbppbpbb,2107,62,pbpppbppbpbbppbbbbpbpbpbbpbbbbppbpbbpbppbbpbbbbbbbpbpppbbpbbbp,pbpppbppbpbbp,p
13,pbpppbppbpbb,4462,52,pbpppbppbpbbbbbpbbpbbbbbbbpppbbpbpbbpbpbpbbbbpbppbbb,pbpppbppbpbbb,b
13,pbpppbppbppb,2132,44,pbpppbppbppbbbpbbbppppbpbpbpppbpbbbbbbbpppbp,pbpppbppbppbb,b
13,pbpppbppbppb,5631,50,pbpppbppbppbpppbpbbbpbppbbppbbbbppbpbpbbbbbpppbbbb,pbpppbppbppbp,p
13,pbpppbppppbb,1693,62,pbpppbppppbbbbbbpppbbbppbpbpbppbbbbbpbpbbbppbbbpbbbbbppbbbppbp,pbpppbppppbbb,b
13,pbpppbppppbb,3832,44,pbpppbppppbbbpbpppppbbbpppbbppbbpbpbbpbpppbp,pbpppbppppbbb,b
13,pbpppbppppbb,4261,51,pbpppbppppbbpbpbbpbbbppbpbpbbbbpppbbpbbbpbppbpbbpbb,pbpppbppppbbp,p
13,pbpppbppppbp,4965,51,pbpppbppppbpbbppbpbpbppppbppbpbppppbpppbbbbpbbbpbpb,pbpppbppppbpb,b
13,pbpppbpppppb,4389,50,pbpppbpppppbppbpppbpppppbbbpbpppbbbppbbbpbbbbbbbbp,pbpppbpppppbp,p
13,pbpppbpppppp,2033,43,pbpppbpppppppppppbbpbpbppppbpbppbbpbppbbbpb,pbpppbppppppp,p
13,pbpppbpppppp,4582,46,pbpppbppppppppbbpppbpbbpppppbpppbbppbbpbpbbpbb,pbpppbppppppp,p
