window_size,csv_prefix,grid_string_id,string_length,grid_string,full_chunk,suffix
11,pppbbbbppb,4561,47,pppbbbbppbbppbbpppbbbpbbbpbpbbbppppbppppbppbpbb,pppbbbbppbb,b
11,pppbbbbppb,4677,57,pppbbbbppbppppbbpbbbpbbbpbppbpppbbpppbbbbppppbpbbpppbbpbp,pppbbbbppbp,p
11,pppbbbbppb,4919,49,pppbbbbppbbbpbppbbpbbpbpbbpbppbbpppbpbppppbpppbpb,pppbbbbppbb,b
11,pppbbbbppb,5595,63,pppbbbbppbbbbpbpbppbbbbpbbbpppbbppbbppppbbbppbbpppppbppbpbppbpp,pppbbbbppbb,b
11,pppbbpbbbb,55,20,pppbbpbbbbbbbbpbbppb,pppbbpbbbbb,b
11,pppbbpbbbb,1023,66,pppbbpbbbbpbpbppbbbbbpbbpbbbbpppbbbbbpbbppppbppbbbbbpbbpbbpppbbbpp,pppbbpbbbbp,p
11,pppbbpbbbb,2085,57,pppbbpbbbbbbppbbppbbbpbpbpbpbbpbbpbbppbpbppbppbppbbbpbbpb,pppbbpbbbbb,b
11,pppbbpbbbb,2213,67,pppbbpbbbbbbbbbbbpbbppbbpbppbbbbppbbbppbbpbpbpbpbpbbbbbppbppbppppbp,pppbbpbbbbb,b
11,pppbbpbbbb,5447,39,pppbbpbbbbbpbbbpbppbbbppbbbpbbppbbppppp,pppbbpbbbbb,b
11,pppbbpbbbb,5535,65,pppbbpbbbbbbbppbbbpppbppbpppbbbppbpbbbpbbppbppbpbpppbbbppbpbbbppb,pppbbpbbbbb,b
11,pppbbpbbbb,5565,64,pppbbpbbbbpbpppbbbbpbpbpbpbbbpbppbpbbpbppbpbbppppbpbbpbbppbppbpb,pppbbpbbbbp,p
11,pppbbpbbbb,6160,49,pppbbpbbbbbbpbpbbpbppppppbbbbbbbbbpppppbpbbbbbpbp,pppbbpbbbbb,b
11,pppbbpbbbb,6362,45,pppbbpbbbbbbpbbpbbppbpbbppppppbbbpbpbbpbppbbp,pppbbpbbbbb,b
11,pppbbpbbpb,172,30,pppbbpbbpbppbpbbbbbppppppbbbpp,pppbbpbbpbp,p
11,pppbbpbbpb,483,64,pppbbpbbpbbpbpbbpbpbppbbbppbpbbpbbpbppbbpbppbbppbbpbbppppbpbbbpb,pppbbpbbpbb,b
11,pppbbpbbpb,2332,66,pppbbpbbpbppppbbbbpbbpbbppbbpppbbbpbbbbbpbbppbbbbbpbppbpbbpbppbbpb,pppbbpbbpbp,p
11,pppbbpbbpb,2982,51,pppbbpbbpbbpbpbppppbbpppbpbbppbbpbbpbbppbbpppbpbbpp,pppbbpbbpbb,b
11,pppbbpbbpb,3851,60,pppbbpbbpbpbpbpppppppbbpbbpbbbpbppbbbpbbpbppppbbpbpbpbbbpbpp,pppbbpbbpbp,p
11,pppbbpbbpp,2554,61,pppbbpbbppbbppbpbpbpppbbpppbpbbpbbbbbpppbppbbpbpppbbpppbpbppp,pppbbpbbppb,b
11,pppbbpbbpp,3541,58,pppbbpbbppppbppppbpbpbpbbbpbpbpbbppbbbppppbbpppbpbpbbbbppp,pppbbpbbppp,p
11,pppbbpbbpp,5966,46,pppbbpbbppppbpbbppbbpbbpbbbpppbbbpbbppbppbbbpp,pppbbpbbppp,p
11,pppbbpbbpp,5968,39,pppbbpbbppbpbpbppbpppbbpbbbbpbpppppppbp,pppbbpbbppb,b
11,pppbbpbpbb,1455,40,pppbbpbpbbpppbppbpbpbbbpbbpppbpbppbpbbpp,pppbbpbpbbp,p
11,pppbbpbpbb,2501,58,pppbbpbpbbpppbpbpbpppbbpbbppbpbpppbbbpbbbpbppbpppbpppbpppb,pppbbpbpbbp,p
11,pppbbpbpbb,3538,59,pppbbpbpbbpppbbpbbpbbppbppbppbbbppbbpbppbppppppbpbpbbpppbbp,pppbbpbpbbp,p
11,pppbbpbpbb,4297,36,pppbbpbpbbbbpbbpbbppbppbbpbbppbpbbpp,pppbbpbpbbb,b
11,pppbbpbpbp,190,20,pppbbpbpbppbbpbpbppb,pppbbpbpbpp,p
11,pppbbpbpbp,1199,35,pppbbpbpbpbbbppbpbppbpbbppbpbpbbbbb,pppbbpbpbpb,b
11,pppbbpbpbp,1380,42,pppbbpbpbpbpbbbpbbpbbbbppbbbppbpbppbbppbbb,pppbbpbpbpb,b
11,pppbbpbpbp,2430,46,pppbbpbpbpbpbpbpbpppbbpbpbbbbbpppbpbpppbpbpbbp,pppbbpbpbpb,b
11,pppbbpbpbp,5325,53,pppbbpbpbppppbppbpbbpppbbppbpbbpbbbppppppbppbbpppbbpp,pppbbpbpbpp,p
11,pppbbpbpbp,6131,48,pppbbpbpbpbpppppppbbbbpbbpppbbbbbpppbppbbbbbpbbp,pppbbpbpbpb,b
11,pppbbpbpbp,6181,51,pppbbpbpbpppbppppbbbbpbppbbpbbbpbppbpbbbbpppbpbpbpb,pppbbpbpbpp,p
11,pppbbpbppb,443,63,pppbbpbppbbppbppbpbbpbppppbbpppppppbppbbbbpbbpppbpbppbppbbbpppp,pppbbpbppbb,b
11,pppbbpbppb,2969,56,pppbbpbppbpbbpbpbbbpppbpppppbbbpbpppbbbppppbppbbppbpbpbp,pppbbpbppbp,p
11,pppbbpbppb,3329,46,pppbbpbppbbbpbbpbbppbbpppbpbppbpppbbppbpbbpbpb,pppbbpbppbb,b
11,pppbbpbppb,3624,60,pppbbpbppbbbppbppppppbppbpbpbbbbpbbbpbbbbbppbbbppbbbppbpbbpb,pppbbpbppbb,b
11,pppbbpbppb,4304,48,pppbbpbppbbbppbbpbpppbpbbppbbpppbbbpbbbpbbbbpbpb,pppbbpbppbb,b
11,pppbbpbppb,5751,36,pppbbpbppbbbppbpppppbppbbppbbpbpppbp,pppbbpbppbb,b
11,pppbbpbppb,6387,49,pppbbpbppbbpbpppbbbpbbbpppbbbppbppbbbpppbbpbbbbbp,pppbbpbppbb,b
11,pppbbppbbp,2535,52,pppbbppbbpbbppbbppbppbbbbbbbbpbbppppbpbbpbbbbppbbbpp,pppbbppbbpb,b
11,pppbbppbbp,4277,57,pppbbppbbpbbbbbbpppbppppbbbbbpppppbppbbbppbpbpppbbpbpbbbb,pppbbppbbpb,b
11,pppbbppbbp,5120,52,pppbbppbbppbbbbppppbppbbbppppbppbbbpbbbbbppbbppbpppb,pppbbppbbpp,p
11,pppbbppbpb,859,43,pppbbppbpbppppppppbbpbbpbpbbbpbbbpppbbbpbpb,pppbbppbpbp,p
11,pppbbppbpb,2315,36,pppbbppbpbbpppbbpbbppbppbbbppbpbbpbb,pppbbppbpbb,b
11,pppbbppbpb,2919,52,pppbbppbpbpppppbpbbbpbpbpbbbbbppppbppppbbbbpbppbbbbp,pppbbppbpbp,p
11,pppbbppbpb,3275,59,pppbbppbpbbbpbpppbbbbppbbbpppbpbbbbbppbpbpbppbpbppbpbppbbbp,pppbbppbpbb,b
11,pppbbppbpb,4260,51,pppbbppbpbbpbbbbppbpppppppbbbbbppbpbbbppbppbpbppbbp,pppbbppbpbb,b
11,pppbbppbpb,5740,51,pppbbppbpbppppbbbbbbpbpbpppbbpbpbpbbpbpppbppbppbbpp,pppbbppbpbp,p
11,pppbbppbpp,406,50,pppbbppbppbbpbppppppbpbbbpbbbpppbbbbppppbbppppppbp,pppbbppbppb,b
11,pppbbppbpp,777,35,pppbbppbppbbbbbppbpbbbbppbbppbppbpp,pppbbppbppb,b
11,pppbbppbpp,809,57,pppbbppbppppppbbppbbppbpbppbpppbpbppbbppppbpbbbppppbbpbbp,pppbbppbppp,p
11,pppbbppbpp,962,58,pppbbppbppbbpppbpbppbbppbbbbpppbpppbbpbbppbbbbbbppbpbppbpp,pppbbppbppb,b
11,pppbbppbpp,2751,37,pppbbppbppbbpbppbppppbbpppbppbpbppbbp,pppbbppbppb,b
11,pppbbppbpp,3242,38,pppbbppbpppbpppbbppppbppppppbbppbbpbbb,pppbbppbppp,p
11,pppbbppbpp,3386,56,pppbbppbpppbbbpppbbbbbpbppbbbppbppbbpbpbpbpbbbpbbpbbppbb,pppbbppbppp,p
11,pppbbppbpp,4216,49,pppbbppbpppppbbppbpbppbpbbbbppbbbppppppbppbpbbbpb,pppbbppbppp,p
11,pppbbppbpp,4385,43,pppbbppbppppbbbpbpppbbpbbbbbbppbbbbpbppbbbb,pppbbppbppp,p
11,pppbbppbpp,5037,36,pppbbppbppbbbbbppbppbpbbbppbbbbpbpbb,pppbbppbppb,b
11,pppbbppbpp,5497,68,pppbbppbpppbbbbbpbppbpbpbbbppppbbbppbbpbpbbbpbpppbpbpppppbbppbpppbbb,pppbbppbppp,p
11,pppbbppppb,2391,52,pppbbppppbbbppbbbbbbpppppppbpppbbbbbbppbbppbbpbbpbbp,pppbbppppbb,b
11,pppbbppppb,2494,56,pppbbppppbbbpbppbpbpbpbbpbbbpbpbpbbbpbpbbpbpbpbpppbbbbpb,pppbbppppbb,b
11,pppbbppppp,1753,61,pppbbpppppbbpppbbppbbbbbbbppppbppbpbpppppbbpbbpbbpbbbbpbbbbpb,pppbbpppppb,b
11,pppbbppppp,2453,46,pppbbpppppbppbpbbbpbppbppbbppbbppbbpbbpbpbpbpp,pppbbpppppb,b
11,pppbbppppp,3942,40,pppbbpppppbbbpbpbbbbpbpbbbpbpbpbbppbbbpb,pppbbpppppb,b
11,pppbbppppp,6367,53,pppbbpppppbppppbbbbpbppppppbppbbpppbppbbppppbbpbbbpbp,pppbbpppppb,b
11,pppbpbbbbb,18,25,pppbpbbbbbbbppppbbbbbbppp,pppbpbbbbbb,b
11,pppbpbbbbb,1445,63,pppbpbbbbbpbpbbpbppppbbbbbbppppbppbbpppbppppbbpppbpbppbpbppppbb,pppbpbbbbbp,p
11,pppbpbbbbb,1912,57,pppbpbbbbbppbbbpbbpbbpbbpbppppbbpbppbpbbbpppbppbppbbppppb,pppbpbbbbbp,p
11,pppbpbbbbb,3876,65,pppbpbbbbbpbbppbbbpbbpbppppbppbbbbpppbpbbbpppbppppbppbbpppppbbppp,pppbpbbbbbp,p
11,pppbpbbbbb,5660,55,pppbpbbbbbbbpbpppppbppbpbppppbppbpbbpbppppbbbpppbbpppbp,pppbpbbbbbb,b
11,pppbpbbbbb,6222,47,pppbpbbbbbpbbpbppbbppbbpbbpbpbpbppppbpbpbbpbbbp,pppbpbbbbbp,p
11,pppbpbbbbb,6385,51,pppbpbbbbbpppbpppbpbppbpbpbpppbbpppbpbppbpppbpbpppp,pppbpbbbbbp,p
11,pppbpbbbbp,33,24,pppbpbbbbppbbpbbpbbbpbpp,pppbpbbbbpp,p
11,pppbpbbbbp,940,59,pppbpbbbbppbbbppbbpbpbpppbbbbbbbpbbppbbpbbpbbpbbpbppbppbpbb,pppbpbbbbpp,p
11,pppbpbbbbp,1141,55,pppbpbbbbppbbbbbpbppbpbbppbbppbpbppbppppbpbbpbpbppbbpbp,pppbpbbbbpp,p
11,pppbpbbbbp,3506,59,pppbpbbbbppbpbbpbbpbbbpbbpbbbppbbpbbpbpbpppppbbpbpbbbbpbpbp,pppbpbbbbpp,p
11,pppbpbbbbp,3568,54,pppbpbbbbppppbbbbbbpppbbbppppbbbpbpbbbbppbbbppbpbppppb,pppbpbbbbpp,p
11,pppbpbbpbb,222,33,pppbpbbpbbbpppbpppbbpppbppbbbbpbb,pppbpbbpbbb,b
11,pppbpbbpbb,1665,37,pppbpbbpbbppbbbppbppbbbppppbpbpbbppbp,pppbpbbpbbp,p
11,pppbpbbpbb,2277,48,pppbpbbpbbppbpbppbpbpbpbpbpbpbpbpppbpbbpbbbbbppp,pppbpbbpbbp,p
11,pppbpbbpbb,2529,62,pppbpbbpbbpbbbpbppppbppbpbbbpbpbbbpbpbbppbbpbpppbpbppbpbpbppbp,pppbpbbpbbp,p
11,pppbpbbpbb,3057,60,pppbpbbpbbbbppbbbbbbbpbbbpbpbpbbbbpbpbbbbbbpbpppbpbbbbpbppbp,pppbpbbpbbb,b
11,pppbpbbpbb,4328,59,pppbpbbpbbpbbpbbbppbpppbbpbppbbpbppbpbpbpbbppbbppbpbbpbbpbb,pppbpbbpbbp,p
11,pppbpbbpbb,5930,55,pppbpbbpbbpppppbppppbbbpbbppbbbbbbpppbppbbbpbbbpbpbbpbb,pppbpbbpbbp,p
11,pppbpbbpbp,1110,51,pppbpbbpbpbpppppbppbppbbpppppbppbpbbbpbbpppbpbpbpbb,pppbpbbpbpb,b
11,pppbpbbpbp,1846,64,pppbpbbpbppbpbbbbpbbbbpbbpppbbbpbbbppbpppbppppbbpbbppbpbpbpbpbpp,pppbpbbpbpp,p
11,pppbpbbpbp,2131,61,pppbpbbpbpppbbpbpbbbpbpbppbpbpppbpbpbbpbbpbppppppbppbpbbppbpp,pppbpbbpbpp,p
11,pppbpbbpbp,4463,43,pppbpbbpbpppppbbbpbbbbbbbbpppbbppbpbbppppbb,pppbpbbpbpp,p
11,pppbpbbpbp,5467,62,pppbpbbpbpppbpbbppbpbpbbbbpbpbbbbppbbppbbppbbbpppbpbpbppbbbpbb,pppbpbbpbpp,p
11,pppbpbbpbp,6187,54,pppbpbbpbpbbpppbppbppbppbpbbpbbpbppbbpppbbpbppppppbbbb,pppbpbbpbpb,b
11,pppbpbbppb,578,43,pppbpbbppbbbpppbbpbpbbpbpbpbbpbbpbbbbpbbbbb,pppbpbbppbb,b
11,pppbpbbppb,3285,38,pppbpbbppbbpbppbbbpbbppbpbbbbbbbbbbbpp,pppbpbbppbb,b
11,pppbpbbppb,3452,67,pppbpbbppbpppbppbbbbbpbpbbbbbbpbbbbpbppppbppbpbpbbppbbppbpbppppbbpp,pppbpbbppbp,p
11,pppbpbbppb,4282,48,pppbpbbppbbppppbpbpbppppbbpbbbbpbbpbbbbbpppppbpb,pppbpbbppbb,b
11,pppbpbbppb,4550,56,pppbpbbppbppbbbppbpbbppppbpbbbbbbbbbbpbbbppbbbbbbppppbpp,pppbpbbppbp,p
11,pppbpbbppb,5366,61,pppbpbbppbbppbpbpbbbpbbppbpbpbbppbppppppbbbpbpbbbbbbbppppbppp,pppbpbbppbb,b
11,pppbpbbppb,5586,37,pppbpbbppbpbppbbbbpbpbppbppbbpbpppbpp,pppbpbbppbp,p
11,pppbpbbppb,6149,55,pppbpbbppbppppbpbbppbbpbbbbbppbbpbbppppbpbpbbbpbppbpbpp,pppbpbbppbp,p
11,pppbpbpbbp,1322,34,pppbpbpbbpbbpbbpppppbpbpbppbbpbbpb,pppbpbpbbpb,b
11,pppbpbpbbp,1857,45,pppbpbpbbpppbbbbbpbpppbpppbpppbpppppbppbppppb,pppbpbpbbpp,p
11,pppbpbpbbp,1944,61,pppbpbpbbpbppbpbbbbbbbbbpbpbbpbbbpppbbpbbbppppbbppppppbbpbbpp,pppbpbpbbpb,b
11,pppbpbpbbp,2278,45,pppbpbpbbpbppbbbpbbpbpbbbbpppbpbbpbpbpbbbppbp,pppbpbpbbpb,b
11,pppbpbpbbp,2396,52,pppbpbpbbppbppppbbpbbbbppbbbbbbbbpbppbbbbppbpbpbpbbp,pppbpbpbbpp,p
11,pppbpbpbbp,3526,52,pppbpbpbbpbbbbpppbppbppbbpbbbpppbppbbbbbbbbpbbbbpppp,pppbpbpbbpb,b
11,pppbpbpbbp,3749,49,pppbpbpbbpppppbbbpbpppbpbpbbpppbbbppppbpbbbpbpbpb,pppbpbpbbpp,p
11,pppbpbpbbp,4020,41,pppbpbpbbpbbbbppppbbbppbpbppbpppbppbpppbb,pppbpbpbbpb,b
11,pppbpbpbbp,4036,60,pppbpbpbbpppbbbpbpbbbbbbpbpbbpppppbbbbpbbppppbbppbppbppbbbbb,pppbpbpbbpp,p
11,pppbpbpbbp,5790,35,pppbpbpbbpbbpbpbppbbbpbbppbbpbbpppp,pppbpbpbbpb,b
11,pppbpbpbbp,5914,63,pppbpbpbbpppbbbbbppppbppppbpbpbpbppppbpbpppbbpbpbbbpppbpbbbbppp,pppbpbpbbpp,p
11,pppbpbpbpb,2218,54,pppbpbpbpbbpbpbbbbbpppppbbppppbpppbpbpbpbpbppbpppbpppb,pppbpbpbpbb,b
11,pppbpbpbpb,3657,38,pppbpbpbpbpppbbpppppbbbpbbbpbppbpbbpbb,pppbpbpbpbp,p
11,pppbpbpbpb,6267,57,pppbpbpbpbppbbbpbpbbpppbbbpbppppppbbppbppbpbpbpbbpppppppp,pppbpbpbpbp,p
11,pppbpbpbpp,144,29,pppbpbpbppbppbpbbpbpppppbppbb,pppbpbpbppb,b
11,pppbpbpbpp,1101,55,pppbpbpbppbbbpppbbbpbbbbbbbpbbpbbpbpbpbbbbbbpbppbbpppbb,pppbpbpbppb,b
11,pppbpbpbpp,3065,50,pppbpbpbpppppbpbpbbbppbpppbppbppbbppppbbppbpppbppb,pppbpbpbppp,p
11,pppbpbpbpp,3120,43,pppbpbpbppbbpbpppbbbbbbbppbbpppbbbpbpbbbpbp,pppbpbpbppb,b
11,pppbpbpbpp,4638,44,pppbpbpbppbbbppbpbppbpppbbbpppbpbpbbpppbbpbp,pppbpbpbppb,b
11,pppbpbpbpp,5458,56,pppbpbpbppbbbppbbbpbpbpbpbbbbbbbbpbpbpbbbpbbppbppbpbpbpp,pppbpbpbppb,b
11,pppbpbpbpp,6084,50,pppbpbpbpppbppbpbppbpbpbpppbbbppppbbpbbbpbbbbbpbpp,pppbpbpbppp,p
11,pppbpbppbb,572,54,pppbpbppbbbbbbpppppppppppppppppbpbpppbbpbpbbppppbpbbpp,pppbpbppbbb,b
11,pppbpbppbb,1343,50,pppbpbppbbppppbbppbppppbbpbppbppppbbpbppppppbpbpbb,pppbpbppbbp,p
11,pppbpbppbb,1396,61,pppbpbppbbbpppbbpbpppbbpbbpppppbbpppbbpbbbbppppbbppbpbbbppbbp,pppbpbppbbb,b
11,pppbpbppbb,1486,38,pppbpbppbbpbpbbpbbpppbbpbbbbbppppbbppp,pppbpbppbbp,p
11,pppbpbppbb,1910,50,pppbpbppbbbpppppbbpbbbpbpppbbbpbbppppppppbbpppppbb,pppbpbppbbb,b
11,pppbpbppbb,2496,58,pppbpbppbbpbpbpbppbbbppbpbbbbbpppbppbbppbppbbppbpbbbpbpppp,pppbpbppbbp,p
11,pppbpbppbb,3928,41,pppbpbppbbbppppbpbpbbpbpbbbbpbbbbpppppppp,pppbpbppbbb,b
11,pppbpbppbp,750,48,pppbpbppbpppbppbpbppbbbbpbbpppbpppbppppbpbbppbbb,pppbpbppbpp,p
11,pppbpbppbp,3573,60,pppbpbppbpbpppbpbbbbppppbbpbbbpbbppbbbppbppbppbpbpppbpbppppp,pppbpbppbpb,b
11,pppbpbppbp,5313,47,pppbpbppbpbbpbbbbbbbbpppppbppppbbpbpbpbbppppbbp,pppbpbppbpb,b
11,pppbpbpppp,279,41,pppbpbppppbpbpbpbpbbpbbbbbbbbbpbpbbpppbbp,pppbpbppppb,b
11,pppbpbpppp,779,53,pppbpbppppppbbpbppbbbpbpppbpbbpbbbppbpbbpbbpppbbpppbb,pppbpbppppp,p
11,pppbpbpppp,1109,31,pppbpbppppbpbbpbbppppbbpppbbppp,pppbpbppppb,b
11,pppbpbpppp,1568,50,pppbpbppppbbbbbpppppbbbbbbbpbbbpppbbppppbpppbbbppb,pppbpbppppb,b
11,pppbpbpppp,2503,56,pppbpbppppbpbppppbbbbbbbbbppppbpppbpbpbbpppbbbpbbpppbppp,pppbpbppppb,b
11,pppbpbpppp,4354,42,pppbpbppppppbpbpppppbbbpbbpbpbbbbpbppbbbpp,pppbpbppppp,p
11,pppbpbpppp,4355,65,pppbpbppppbbbpbpbbpbbbbbbppbpbbppbbpbppbbppbpbbbbpppbbpbbbppppbbb,pppbpbppppb,b
11,pppbppbbbb,554,37,pppbppbbbbbpbbppbbbpbpbbppbpbppppbbbb,pppbppbbbbb,b
11,pppbppbbbb,677,38,pppbppbbbbpbbbpbbbbbpbppppbpppbbpbbppb,pppbppbbbbp,p
11,pppbppbbbb,871,53,pppbppbbbbbbbpbpppbbppbbpbpppbbpbppbppbppbppbbbbpppbb,pppbppbbbbb,b
11,pppbppbbbb,2032,51,pppbppbbbbpppbbppbbpppppppppppppppbpbpbbbbbbpppbppb,pppbppbbbbp,p
11,pppbppbbbb,4082,60,pppbppbbbbbpbbpbpbbpbpppbpppbbpbbbppbbpbbpppbbbbbbpbbbppbppp,pppbppbbbbb,b
11,pppbppbbbb,4164,57,pppbppbbbbbpppbbbpppbbbppbppbbbbpbpbpbbbpbpppbppbbbppbpbp,pppbppbbbbb,b
11,pppbppbbbb,4597,64,pppbppbbbbpbbbbbpbbpbpbbppppbbbpbbbbpppppbpbpbbppbbppbbpbpbppppp,pppbppbbbbp,p
11,pppbppbbbb,4995,38,pppbppbbbbbbbpppbpbppbbbbpbpbbppbpbbbp,pppbppbbbbb,b
11,pppbppbbbb,5989,52,pppbppbbbbbpppbbbpppppbbpbbppbbpbpbbbbbpbbppbpbppbbp,pppbppbbbbb,b
11,pppbppbbpb,31,29,pppbppbbpbpbbpbbpbppbbpbbbpbb,pppbppbbpbp,p
11,pppbppbbpb,526,45,pppbppbbpbbpbpbpbppbpbbbppbbbpppbbppppppbbppb,pppbppbbpbb,b
11,pppbppbbpb,820,68,pppbppbbpbbpbpppbpbbppbppbbpbpbbppppbpbbpppbbbpbbpbbpbpbbbppbbpbbppb,pppbppbbpbb,b
11,pppbppbbpb,3114,60,pppbppbbpbpbpbpbbpbbbbpbbbbpbpbpbbpbbppbpbbpbpbbbpbpbpbbbbpp,pppbppbbpbp,p
11,pppbppbbpb,5007,63,pppbppbbpbppbpbpppbpppbbpbppbbpbbbbpbbbbppbpbbbpbppbbbbpbbppbbb,pppbppbbpbp,p
11,pppbppbbpb,5753,33,pppbppbbpbpppbbppbppbbpppbbpbppbp,pppbppbbpbp,p
11,pppbppbbpb,5819,59,pppbppbbpbbbbpbppbppbbpbpbbbpbbpbppbpbppppbbppbppbbbpppbbbp,pppbppbbpbb,b
11,pppbppbbpb,6177,65,pppbppbbpbbbbppbppppbpbpbbbpppppppbbpbpbpbbbpbpbbpppppbbppbppbbbb,pppbppbbpbb,b
11,pppbppbbpp,213,45,pppbppbbppbbppbpppbbbppppbpbbbppbbbpppbbbpppp,pppbppbbppb,b
11,pppbppbbpp,1077,51,pppbppbbppbpbbbpbbpbbbppbpbpbpbpbpbbbbbpppbpbbbppbb,pppbppbbppb,b
11,pppbppbbpp,3164,66,pppbppbbppppbbbpbbpppbpbpbbbppbppbbpbbbbbpbppbppbbppbppppbpbbpppbp,pppbppbbppp,p
11,pppbppbpbb,3095,53,pppbppbpbbbpbpppbpppppbppbbpppbpppppppppbpppppbbpbbpp,pppbppbpbbb,b
11,pppbppbpbb,4266,60,pppbppbpbbpppbpbbpbbbbppbppbppbpbbpbbpppppbbppppppppbpppbppb,pppbppbpbbp,p
11,pppbppbpbb,4971,62,pppbppbpbbppbpbbpbpbbppbbbpbbbbpbbbpbpbbbbpbbppppbbpppbpbpbppp,pppbppbpbbp,p
11,pppbppbpbp,697,53,pppbppbpbpbppbbbppbpbpbppbbppppbbbpbppbbpbppbppbpbbbp,pppbppbpbpb,b
11,pppbppbpbp,892,35,pppbppbpbpppppbppbbbppbbpppbpppbpbb,pppbppbpbpp,p
11,pppbppbpbp,1314,43,pppbppbpbpbbppppbbbpbbpbpbpppbppbbbbbpbbpbp,pppbppbpbpb,b
11,pppbppbpbp,1989,46,pppbppbpbpbpbppbbbbpbbpbpbbbbppppbpbbbbppppbbb,pppbppbpbpb,b
11,pppbppbpbp,4820,43,pppbppbpbppppbppbppppppbbbpppbbpbppbbpbbppp,pppbppbpbpp,p
11,pppbppbpbp,5104,55,pppbppbpbpbppbpbbbpbppbpppbppbbpbpbbbbbbppppbppbbbbbppp,pppbppbpbpb,b
11,pppbppbpbp,5300,40,pppbppbpbpbpbpbpbppppbpbpppppbpbbpbppbpp,pppbppbpbpb,b
11,pppbppbpbp,5760,58,pppbppbpbppbpppbpbbbpppppbppbpbbbbbpbbbbbbpbbpbpppbbbpbbbb,pppbppbpbpp,p
11,pppbppbppb,1602,57,pppbppbppbbpbbbpbpbbbbpppbpbpbpppbpbpbbppppbpppbbbbbpbppb,pppbppbppbb,b
11,pppbppbppb,2070,50,pppbppbppbpppbbbbbpbbbbpppbbbbpbbpbppppbppbbpbbppp,pppbppbppbp,p
11,pppbppbppb,2272,69,pppbppbppbpbbppppbbbppbbbbbbbpbppbppbppppbbbbbbppbpbpbpbbbbpbpppbbpbb,pppbppbppbp,p
11,pppbppbppb,3432,50,pppbppbppbbbpbpbbbpbbbppppbbbbpbbbppbbpppbpbbppppp,pppbppbppbb,b
11,pppbppbppb,3594,50,pppbppbppbppbpbpbppbpbppbbpbppbbpbpbppbpbpbpppbbbp,pppbppbppbp,p
11,pppbppppbb,255,66,pppbppppbbbpbppppbbpbppbbbpppbbpbppbbbbbpbpppppbbbbbpbbbbbbbbbppbb,pppbppppbbb,b
11,pppbppppbb,3563,50,pppbppppbbpbbbbppppbbpbppbbbbpbpbbbpppppbpbbbbpbbb,pppbppppbbp,p
11,pppbppppbb,5097,44,pppbppppbbpppbppbpppppbpbbbbpppppbbppbbbpppp,pppbppppbbp,p
11,pppbppppbb,5335,50,pppbppppbbbppbppbpppbppbbbppbpbpbbbpbbbppbppbbbbbp,pppbppppbbb,b
11,pppbppppbb,6085,53,pppbppppbbpbbbpbpppbbpbpbppbpbbbppppbpbppbbbpbppbbpbb,pppbppppbbp,p
11,pppbppppbp,1838,49,pppbppppbpppbppbbpppppbppbbpbpbpppbbppbbpbpbbbbpp,pppbppppbpp,p
11,pppbppppbp,2557,49,pppbppppbppppppbpbpppbppbppbpbbpbppbbpbbbbpbpbpbp,pppbppppbpp,p
11,pppbppppbp,3158,51,pppbppppbpbpbppbbpppbbpbpbppbbbbbppppbpbppbppbbpppp,pppbppppbpb,b
11,pppbppppbp,3812,38,pppbppppbpbpbbpbpbppbbpppppppbbpbbbpbb,pppbppppbpb,b
11,pppbppppbp,6305,59,pppbppppbppbbppbpppbppppbpbpbbpbppppbbpppbbbppbbbbpbbbppppb,pppbppppbpp,p
11,pppbpppppb,86,26,pppbpppppbpbpbbppbppppbpbb,pppbpppppbp,p
11,pppbpppppb,581,62,pppbpppppbbppbbpbbbpppbpbpbbbbpppbpppbbbbbbbbbbbppbbbbppbbbbbp,pppbpppppbb,b
11,pppbpppppb,764,70,pppbpppppbppbbbbbbbpbbppbpbpbppbbbbppbpppppppbpbpbbpppbpbppppbpbpbppbp,pppbpppppbp,p
11,pppbpppppb,2127,56,pppbpppppbpbbpbppbbbbbpppbppppbpbbbppbbbpppbbpbpbbpppbpp,pppbpppppbp,p
11,pppbpppppb,2598,47,pppbpppppbpbpbbpbbpbpppppbbbbbbpbbbbbppppbppbpb,pppbpppppbp,p
11,pppbpppppb,4484,50,pppbpppppbppbpbbbppbpbbpppppppbpppbbppbppbpbpppppb,pppbpppppbp,p
11,pppbpppppb,4579,58,pppbpppppbpbpppbbbbbpbbppbbbbpbpppbppbpbbbbbbbbppbbbpbbpbp,pppbpppppbp,p
11,pppbpppppb,5627,48,pppbpppppbbppbbbbbbppbbpbbbbpbbppppbbbpppppbppbb,pppbpppppbb,b
11,pppbpppppp,1965,45,pppbppppppppppbppbbbbbbbpbppbpbpppbbpbpbpppbp,pppbppppppp,p
11,pppbpppppp,2067,45,pppbppppppbbppbppbbpbbpbbbppbbppbbpbbbbbppbbb,pppbppppppb,b
11,pppbpppppp,2408,58,pppbpppppppppppbpppbbbbppbpbbpbpbpbppbbppbpbppppbbbppppbpb,pppbppppppp,p
11,pppbpppppp,5320,54,pppbppppppbpbppbbpbbpbbbbbpppbbbbpbbbpbbpbpbpbbpppbbpb,pppbppppppb,b
11,pppbpppppp,6035,44,pppbpppppppbpppbbbpbpbbpbbpbpppbpbpbppbbbbbb,pppbppppppp,p
