run_id,grid_string_id,step,window_size,prefix,confidence,predicted,actual,is_correct,sim_win_rate_pct
3fed7a4f-5725-4e59-abf0-008858c12588,3502,3,9,pbbbbpbp,51.59574468085106,p,b,0,46.42857142857143
3fed7a4f-5725-4e59-abf0-008858c12588,3502,4,9,bpbpbppb,57.52212389380531,b,p,0,43.333333333333336
3fed7a4f-5725-4e59-abf0-008858c12588,3502,6,9,bpbppbpp,50.09671179883946,b,p,0,44.827586206896555
3fed7a4f-5725-4e59-abf0-008858c12588,3502,8,9,bppbpppb,50.78125,b,b,1,50.0
3fed7a4f-5725-4e59-abf0-008858c12588,3502,10,9,bpppbbpb,50.26086956521739,p,p,1,60.714285714285715
3fed7a4f-5725-4e59-abf0-008858c12588,3502,11,9,pbbpbpbp,51.02739726027398,p,b,0,30.76923076923077
3fed7a4f-5725-4e59-abf0-008858c12588,3502,12,9,bpbpbpbb,50.0,p,p,1,47.05882352941177
3fed7a4f-5725-4e59-abf0-008858c12588,3502,13,9,pbpbpbbp,51.10294117647059,p,p,1,41.37931034482759
3fed7a4f-5725-4e59-abf0-008858c12588,3502,14,9,bpbpbbpp,50.0,b,b,1,58.62068965517241
3fed7a4f-5725-4e59-abf0-008858c12588,3502,15,9,pbpbbppb,51.39146567717996,b,b,1,50.0
3fed7a4f-5725-4e59-abf0-008858c12588,3502,16,9,bpbbppbb,51.1504424778761,p,b,0,44.0
3fed7a4f-5725-4e59-abf0-008858c12588,3502,17,9,pbbppbbb,50.61946902654867,b,b,1,60.714285714285715
3fed7a4f-5725-4e59-abf0-008858c12588,3502,18,9,bppbbbbb,56.28517823639775,b,p,0,40.0
3fed7a4f-5725-4e59-abf0-008858c12588,3502,20,9,bppppbpb,52.25225225225225,b,b,1,53.44827586206897
3fed7a4f-5725-4e59-abf0-008858c12588,3502,22,9,bpbbbppp,50.0990099009901,p,p,1,36.8421052631579
3fed7a4f-5725-4e59-abf0-008858c12588,3502,23,9,pbbbpppp,55.18590998043052,b,b,1,47.82608695652174
3fed7a4f-5725-4e59-abf0-008858c12588,3503,1,9,bpppbpbb,50.81669691470054,p,p,1,36.36363636363637
3fed7a4f-5725-4e59-abf0-008858c12588,3503,2,9,pbpbbppb,51.39146567717996,b,p,0,50.0
3fed7a4f-5725-4e59-abf0-008858c12588,3503,3,9,bpbbppbp,51.11940298507462,b,p,0,45.16129032258065
3fed7a4f-5725-4e59-abf0-008858c12588,3503,6,9,pbppppbb,50.36231884057971,b,p,0,47.36842105263158
3fed7a4f-5725-4e59-abf0-008858c12588,3503,7,9,bppppbbp,51.35623869801085,b,b,1,33.333333333333336
3fed7a4f-5725-4e59-abf0-008858c12588,3503,8,9,pbbpbbpb,50.07898894154819,p,b,0,56.0
3fed7a4f-5725-4e59-abf0-008858c12588,3503,10,9,pbbpbbpp,50.99818511796733,p,b,0,56.25
3fed7a4f-5725-4e59-abf0-008858c12588,3503,11,9,bpbbppbb,51.1504424778761,p,p,1,44.0
3fed7a4f-5725-4e59-abf0-008858c12588,3503,12,9,pbbppbbp,50.43936731107206,b,p,0,46.42857142857143
3fed7a4f-5725-4e59-abf0-008858c12588,3503,13,9,bppbbppb,50.17857142857143,b,p,0,41.1764705882353
3fed7a4f-5725-4e59-abf0-008858c12588,3503,14,9,pbbppbpb,51.438848920863315,b,p,0,37.83783783783784
